Time,Time Code,Country Name,Country Code,CostIncomeRatio,Zscore,CreditDepositsRatio,LiquidAssetsDepositsSTFRatio
1960,YR1960,Aruba,ABW,,,,
1960,YR1960,Andorra,ADO,,,,
1960,YR1960,Afghanistan,AFG,,,615.4696,
1960,YR1960,Angola,AGO,,,,
1960,YR1960,Albania,ALB,,,,
1960,YR1960,United Arab Emirates,ARE,,,,
1960,YR1960,Argentina,ARG,,,82.08092,
1960,YR1960,Armenia,ARM,,,,
1960,YR1960,Antigua and Barbuda,ATG,,,,
1960,YR1960,Australia,AUS,,,47.42523,
1960,YR1960,Austria,AUT,,,107.5094,
1960,YR1960,Azerbaijan,AZE,,,,
1960,YR1960,Burundi,BDI,,,,
1960,YR1960,Belgium,BEL,,,50.10061,
1960,YR1960,Benin,BEN,,,172.6708,
1960,YR1960,Burkina Faso,BFA,,,71.875,
1960,YR1960,Bangladesh,BGD,,,,
1960,YR1960,Bulgaria,BGR,,,,
1960,YR1960,Bahrain,BHR,,,,
1960,YR1960,"Bahamas, The",BHS,,,,
1960,YR1960,Bosnia and Herzegovina,BIH,,,,
1960,YR1960,Belarus,BLR,,,,
1960,YR1960,Belize,BLZ,,,,
1960,YR1960,Bermuda,BMU,,,,
1960,YR1960,Bolivia,BOL,,,101.897,
1960,YR1960,Brazil,BRA,,,80.68896,
1960,YR1960,Barbados,BRB,,,,
1960,YR1960,Brunei Darussalam,BRN,,,,
1960,YR1960,Bhutan,BTN,,,,
1960,YR1960,Botswana,BWA,,,,
1960,YR1960,Central African Republic,CAF,,,279.0909,
1960,YR1960,Canada,CAN,,,55.86818,
1960,YR1960,Switzerland,CHE,,,119.0458,
1960,YR1960,Chile,CHL,,,,
1960,YR1960,China,CHN,,,,
1960,YR1960,Cote d'Ivoire,CIV,,,198.5086,
1960,YR1960,Cameroon,CMR,,,241.8874,
1960,YR1960,"Congo, Rep.",COG,,,162.4435,
1960,YR1960,Colombia,COL,,,142.9612,
1960,YR1960,Comoros,COM,,,,
1960,YR1960,Cape Verde,CPV,,,,
1960,YR1960,Costa Rica,CRI,,,211.4512,
1960,YR1960,Cuba,CUB,,,,
1960,YR1960,Curacao,CUW,,,,
1960,YR1960,Cayman Islands,CYM,,,,
1960,YR1960,Cyprus,CYP,,,116.6066,
1960,YR1960,Czech Republic,CZE,,,,
1960,YR1960,Germany,DEU,,,123.5529,
1960,YR1960,Djibouti,DJI,,,,
1960,YR1960,Dominica,DMA,,,,
1960,YR1960,Denmark,DNK,,,106.1839,
1960,YR1960,Dominican Republic,DOM,,,48.69888,
1960,YR1960,Algeria,DZA,,,,
1960,YR1960,Ecuador,ECU,,,234.1646,
1960,YR1960,"Egypt, Arab Rep.",EGY,,,101.39,
1960,YR1960,Eritrea,ERI,,,,
1960,YR1960,Spain,ESP,,,,
1960,YR1960,Estonia,EST,,,,
1960,YR1960,Ethiopia,ETH,,,42.00385,
1960,YR1960,Finland,FIN,,,99.74857,
1960,YR1960,Fiji,FJI,,,,
1960,YR1960,France,FRA,,,115.4822,
1960,YR1960,Faeroe Islands,FRO,,,,
1960,YR1960,"Micronesia, Fed. Sts.",FSM,,,,
1960,YR1960,Gabon,GAB,,,108.7786,
1960,YR1960,United Kingdom,GBR,,,,
1960,YR1960,Georgia,GEO,,,,
1960,YR1960,Ghana,GHA,,,54.38356,
1960,YR1960,Guinea,GIN,,,,
1960,YR1960,"Gambia, The",GMB,,,,
1960,YR1960,Guinea-Bissau,GNB,,,,
1960,YR1960,Equatorial Guinea,GNQ,,,,
1960,YR1960,Greece,GRC,,,102.0299,
1960,YR1960,Grenada,GRD,,,,
1960,YR1960,Guatemala,GTM,,,144.5055,
1960,YR1960,Guyana,GUY,,,82.20551,
1960,YR1960,"Hong Kong SAR, China",HKG,,,,
1960,YR1960,Honduras,HND,,,107.5806,
1960,YR1960,Croatia,HRV,,,,
1960,YR1960,Haiti,HTI,,,61.5873,
1960,YR1960,Hungary,HUN,,,,
1960,YR1960,Indonesia,IDN,,,,
1960,YR1960,Isle of Man,IMY,,,,
1960,YR1960,India,IND,,,72.59842,
1960,YR1960,Ireland,IRL,,,61.51122,
1960,YR1960,"Iran, Islamic Rep.",IRN,,,,
1960,YR1960,Iraq,IRQ,,,86.94915,
1960,YR1960,Iceland,ISL,,,144.5746,
1960,YR1960,Israel,ISR,,,63.63636,
1960,YR1960,Italy,ITA,,,,
1960,YR1960,Jamaica,JAM,,,90.76212,
1960,YR1960,Jordan,JOR,,,103.3268,
1960,YR1960,Japan,JPN,,,128.5796,
1960,YR1960,Kazakhstan,KAZ,,,,
1960,YR1960,Kenya,KEN,,,,
1960,YR1960,Kyrgyz Republic,KGZ,,,,
1960,YR1960,Cambodia,KHM,,,,
1960,YR1960,Kiribati,KIR,,,,
1960,YR1960,St. Kitts and Nevis,KNA,,,,
1960,YR1960,"Korea, Rep.",KOR,,,91.55991,
1960,YR1960,Kosovo,KSV,,,,
1960,YR1960,Kuwait,KWT,,,29.10995,
1960,YR1960,Lao PDR,LAO,,,,
1960,YR1960,Lebanon,LBN,,,,
1960,YR1960,Liberia,LBR,,,,
1960,YR1960,Libya,LBY,,,85.46475,
1960,YR1960,St. Lucia,LCA,,,,
1960,YR1960,Liechtenstein,LIE,,,,
1960,YR1960,Sri Lanka,LKA,,,51.20671,
1960,YR1960,Lesotho,LSO,,,,
1960,YR1960,Lithuania,LTU,,,,
1960,YR1960,Luxembourg,LUX,,,84.32658,
1960,YR1960,Latvia,LVA,,,,
1960,YR1960,"Macao SAR, China",MAC,,,,
1960,YR1960,Morocco,MAR,,,68.35984,
1960,YR1960,Monaco,MCO,,,,
1960,YR1960,Moldova,MDA,,,,
1960,YR1960,Madagascar,MDG,,,,
1960,YR1960,Maldives,MDV,,,,
1960,YR1960,Mexico,MEX,,,116.7883,
1960,YR1960,Marshall Islands,MHL,,,,
1960,YR1960,"Macedonia, FYR",MKD,,,,
1960,YR1960,Mali,MLI,,,207.9096,
1960,YR1960,Malta,MLT,,,15.90966,
1960,YR1960,Myanmar,MMR,,,61.9281,
1960,YR1960,Montenegro,MNE,,,,
1960,YR1960,Mongolia,MNG,,,,
1960,YR1960,Mozambique,MOZ,,,,
1960,YR1960,Mauritania,MRT,,,70.66666,
1960,YR1960,Mauritius,MUS,,,103.9704,
1960,YR1960,Malawi,MWI,,,,
1960,YR1960,Malaysia,MYS,,,52.03074,
1960,YR1960,Namibia,NAM,,,,
1960,YR1960,New Caledonia,NCL,,,,
1960,YR1960,Niger,NER,,,321.3483,
1960,YR1960,Nigeria,NGA,,,80.52325,
1960,YR1960,Nicaragua,NIC,,,223.8538,
1960,YR1960,Netherlands,NLD,,,42.2452,
1960,YR1960,Norway,NOR,,,84.85065,
1960,YR1960,Nepal,NPL,,,55.20548,
1960,YR1960,New Zealand,NZL,,,54.87912,
1960,YR1960,Oman,OMN,,,,
1960,YR1960,Pakistan,PAK,,,65.03635,
1960,YR1960,Panama,PAN,,,134.2618,
1960,YR1960,Peru,PER,,,83.13253,
1960,YR1960,Philippines,PHL,,,91.35593,
1960,YR1960,Palau,PLW,,,,
1960,YR1960,Papua New Guinea,PNG,,,,
1960,YR1960,Poland,POL,,,,
1960,YR1960,"Korea, Dem. Rep.",PRK,,,,
1960,YR1960,Portugal,PRT,,,91.86076,
1960,YR1960,Paraguay,PRY,,,211.4431,
1960,YR1960,French Polynesia,PYF,,,,
1960,YR1960,Qatar,QAT,,,,
1960,YR1960,Romania,ROM,,,,
1960,YR1960,Russian Federation,RUS,,,,
1960,YR1960,Rwanda,RWA,,,,
1960,YR1960,Saudi Arabia,SAU,,,135.2217,
1960,YR1960,Sudan,SDN,,,206.3464,
1960,YR1960,Senegal,SEN,,,252.4934,
1960,YR1960,Singapore,SGP,,,,
1960,YR1960,Solomon Islands,SLB,,,,
1960,YR1960,Sierra Leone,SLE,,,60.39823,
1960,YR1960,El Salvador,SLV,,,198.8584,
1960,YR1960,San Marino,SMR,,,,
1960,YR1960,Somalia,SOM,,,,
1960,YR1960,Serbia,SRB,,,,
1960,YR1960,Sao Tome and Principe,STP,,,,
1960,YR1960,Suriname,SUR,,,,
1960,YR1960,Slovak Republic,SVK,,,,
1960,YR1960,Slovenia,SVN,,,,
1960,YR1960,Sweden,SWE,,,76.94573,
1960,YR1960,Swaziland,SWZ,,,,
1960,YR1960,Seychelles,SYC,,,,
1960,YR1960,Syrian Arab Republic,SYR,,,219.4287,
1960,YR1960,Chad,TCD,,,238.0531,
1960,YR1960,Togo,TGO,,,260,
1960,YR1960,Thailand,THA,,,78.94106,
1960,YR1960,Tajikistan,TJK,,,,
1960,YR1960,Turkmenistan,TKM,,,,
1960,YR1960,Timor-Leste,TMP,,,,
1960,YR1960,Tonga,TON,,,,
1960,YR1960,Trinidad and Tobago,TTO,,,47.00906,
1960,YR1960,Tunisia,TUN,,,132.7764,
1960,YR1960,Turkey,TUR,,,197.6974,
1960,YR1960,Tuvalu,TUV,,,,
1960,YR1960,Tanzania,TZA,,,,
1960,YR1960,Uganda,UGA,,,102.7559,
1960,YR1960,Ukraine,UKR,,,,
1960,YR1960,Uruguay,URY,,,380.5737,
1960,YR1960,United States,USA,,,70.38307,
1960,YR1960,Uzbekistan,UZB,,,,
1960,YR1960,St. Vincent and the Grenadines,VCT,,,,
1960,YR1960,"Venezuela, RB",VEN,,,107.7088,
1960,YR1960,Vietnam,VNM,,,,
1960,YR1960,Vanuatu,VUT,,,,
1960,YR1960,West Bank and Gaza,WBG,,,,
1960,YR1960,Samoa,WSM,,,,
1960,YR1960,"Yemen, Rep.",YEM,,,,
1960,YR1960,South Africa,ZAF,,,,
1960,YR1960,"Congo, Dem. Rep.",ZAR,,,,
1960,YR1960,Zambia,ZMB,,,,
1960,YR1960,Zimbabwe,ZWE,,,,
1961,YR1961,Aruba,ABW,,,,
1961,YR1961,Andorra,ADO,,,,
1961,YR1961,Afghanistan,AFG,,,420.9559,
1961,YR1961,Angola,AGO,,,,
1961,YR1961,Albania,ALB,,,,
1961,YR1961,United Arab Emirates,ARE,,,,
1961,YR1961,Argentina,ARG,,,123.8994,
1961,YR1961,Armenia,ARM,,,,
1961,YR1961,Antigua and Barbuda,ATG,,,,
1961,YR1961,Australia,AUS,,,43.89171,
1961,YR1961,Austria,AUT,,,109.693,
1961,YR1961,Azerbaijan,AZE,,,,
1961,YR1961,Burundi,BDI,,,,
1961,YR1961,Belgium,BEL,,,50.98543,
1961,YR1961,Benin,BEN,,,202.5316,
1961,YR1961,Burkina Faso,BFA,,,102.6882,
1961,YR1961,Bangladesh,BGD,,,,
1961,YR1961,Bulgaria,BGR,,,,
1961,YR1961,Bahrain,BHR,,,,
1961,YR1961,"Bahamas, The",BHS,,,,
1961,YR1961,Bosnia and Herzegovina,BIH,,,,
1961,YR1961,Belarus,BLR,,,,
1961,YR1961,Belize,BLZ,,,,
1961,YR1961,Bermuda,BMU,,,,
1961,YR1961,Bolivia,BOL,,,117.8261,
1961,YR1961,Brazil,BRA,,,77.33578,
1961,YR1961,Barbados,BRB,,,,
1961,YR1961,Brunei Darussalam,BRN,,,,
1961,YR1961,Bhutan,BTN,,,,
1961,YR1961,Botswana,BWA,,,,
1961,YR1961,Central African Republic,CAF,,,321.4286,
1961,YR1961,Canada,CAN,,,53.30337,
1961,YR1961,Switzerland,CHE,,,122.5274,
1961,YR1961,Chile,CHL,,,112.9094,
1961,YR1961,China,CHN,,,,
1961,YR1961,Cote d'Ivoire,CIV,,,222.41,
1961,YR1961,Cameroon,CMR,,,252.9791,
1961,YR1961,"Congo, Rep.",COG,,,172.9124,
1961,YR1961,Colombia,COL,,,135.9622,
1961,YR1961,Comoros,COM,,,,
1961,YR1961,Cape Verde,CPV,,,,
1961,YR1961,Costa Rica,CRI,,,223.2193,
1961,YR1961,Cuba,CUB,,,,
1961,YR1961,Curacao,CUW,,,,
1961,YR1961,Cayman Islands,CYM,,,,
1961,YR1961,Cyprus,CYP,,,105.8054,
1961,YR1961,Czech Republic,CZE,,,,
1961,YR1961,Germany,DEU,,,126.0433,
1961,YR1961,Djibouti,DJI,,,,
1961,YR1961,Dominica,DMA,,,,
1961,YR1961,Denmark,DNK,,,107.2183,
1961,YR1961,Dominican Republic,DOM,,,45.48063,
1961,YR1961,Algeria,DZA,,,,
1961,YR1961,Ecuador,ECU,,,234.7003,
1961,YR1961,"Egypt, Arab Rep.",EGY,,,91.75185,
1961,YR1961,Eritrea,ERI,,,,
1961,YR1961,Spain,ESP,,,,
1961,YR1961,Estonia,EST,,,,
1961,YR1961,Ethiopia,ETH,,,39.63415,
1961,YR1961,Finland,FIN,,,102.454,
1961,YR1961,Fiji,FJI,,,57.4315,
1961,YR1961,France,FRA,,,113.3446,
1961,YR1961,Faeroe Islands,FRO,,,,
1961,YR1961,"Micronesia, Fed. Sts.",FSM,,,,
1961,YR1961,Gabon,GAB,,,155.8304,
1961,YR1961,United Kingdom,GBR,,,,
1961,YR1961,Georgia,GEO,,,,
1961,YR1961,Ghana,GHA,,,62.37054,
1961,YR1961,Guinea,GIN,,,,
1961,YR1961,"Gambia, The",GMB,,,,
1961,YR1961,Guinea-Bissau,GNB,,,,
1961,YR1961,Equatorial Guinea,GNQ,,,,
1961,YR1961,Greece,GRC,,,99.21484,
1961,YR1961,Grenada,GRD,,,,
1961,YR1961,Guatemala,GTM,,,145.3728,
1961,YR1961,Guyana,GUY,,,76.96335,
1961,YR1961,"Hong Kong SAR, China",HKG,,,,
1961,YR1961,Honduras,HND,,,108.6438,
1961,YR1961,Croatia,HRV,,,,
1961,YR1961,Haiti,HTI,,,55.52486,
1961,YR1961,Hungary,HUN,,,,
1961,YR1961,Indonesia,IDN,,,,
1961,YR1961,Isle of Man,IMY,,,,
1961,YR1961,India,IND,,,81.84157,
1961,YR1961,Ireland,IRL,,,59.58848,
1961,YR1961,"Iran, Islamic Rep.",IRN,,,124.8494,
1961,YR1961,Iraq,IRQ,,,97.39413,
1961,YR1961,Iceland,ISL,,,123.7888,
1961,YR1961,Israel,ISR,,,68.8,
1961,YR1961,Italy,ITA,,,,
1961,YR1961,Jamaica,JAM,,,114.3045,
1961,YR1961,Jordan,JOR,,,96.94042,
1961,YR1961,Japan,JPN,,,136.9351,
1961,YR1961,Kazakhstan,KAZ,,,,
1961,YR1961,Kenya,KEN,,,80.6713,
1961,YR1961,Kyrgyz Republic,KGZ,,,,
1961,YR1961,Cambodia,KHM,,,,
1961,YR1961,Kiribati,KIR,,,,
1961,YR1961,St. Kitts and Nevis,KNA,,,,
1961,YR1961,"Korea, Rep.",KOR,,,150.6499,
1961,YR1961,Kosovo,KSV,,,,
1961,YR1961,Kuwait,KWT,,,23.98002,
1961,YR1961,Lao PDR,LAO,,,,
1961,YR1961,Lebanon,LBN,,,,
1961,YR1961,Liberia,LBR,,,55.7897,
1961,YR1961,Libya,LBY,,,73.80457,
1961,YR1961,St. Lucia,LCA,,,,
1961,YR1961,Liechtenstein,LIE,,,,
1961,YR1961,Sri Lanka,LKA,,,54.25188,
1961,YR1961,Lesotho,LSO,,,,
1961,YR1961,Lithuania,LTU,,,,
1961,YR1961,Luxembourg,LUX,,,79.1498,
1961,YR1961,Latvia,LVA,,,,
1961,YR1961,"Macao SAR, China",MAC,,,,
1961,YR1961,Morocco,MAR,,,85.17369,
1961,YR1961,Monaco,MCO,,,,
1961,YR1961,Moldova,MDA,,,,
1961,YR1961,Madagascar,MDG,,,,
1961,YR1961,Maldives,MDV,,,,
1961,YR1961,Mexico,MEX,,,118.4029,
1961,YR1961,Marshall Islands,MHL,,,,
1961,YR1961,"Macedonia, FYR",MKD,,,,
1961,YR1961,Mali,MLI,,,106.1539,
1961,YR1961,Malta,MLT,,,15.04117,
1961,YR1961,Myanmar,MMR,,,70.77922,
1961,YR1961,Montenegro,MNE,,,,
1961,YR1961,Mongolia,MNG,,,,
1961,YR1961,Mozambique,MOZ,,,,
1961,YR1961,Mauritania,MRT,,,176.3636,
1961,YR1961,Mauritius,MUS,,,100.5992,
1961,YR1961,Malawi,MWI,,,,
1961,YR1961,Malaysia,MYS,,,61.30952,
1961,YR1961,Namibia,NAM,,,,
1961,YR1961,New Caledonia,NCL,,,,
1961,YR1961,Niger,NER,,,325,
1961,YR1961,Nigeria,NGA,,,76.85306,
1961,YR1961,Nicaragua,NIC,,,219.4299,
1961,YR1961,Netherlands,NLD,,,46.61858,
1961,YR1961,Norway,NOR,,,89.58051,
1961,YR1961,Nepal,NPL,,,64.65177,
1961,YR1961,New Zealand,NZL,,,62.56441,
1961,YR1961,Oman,OMN,,,,
1961,YR1961,Pakistan,PAK,,,76.97926,
1961,YR1961,Panama,PAN,,,131.7734,
1961,YR1961,Peru,PER,,,82.17822,
1961,YR1961,Philippines,PHL,,,97.63338,
1961,YR1961,Palau,PLW,,,,
1961,YR1961,Papua New Guinea,PNG,,,,
1961,YR1961,Poland,POL,,,,
1961,YR1961,"Korea, Dem. Rep.",PRK,,,,
1961,YR1961,Portugal,PRT,,,99.92004,
1961,YR1961,Paraguay,PRY,,,99.893,
1961,YR1961,French Polynesia,PYF,,,,
1961,YR1961,Qatar,QAT,,,,
1961,YR1961,Romania,ROM,,,,
1961,YR1961,Russian Federation,RUS,,,,
1961,YR1961,Rwanda,RWA,,,,
1961,YR1961,Saudi Arabia,SAU,,,165.0131,
1961,YR1961,Sudan,SDN,,,193.635,
1961,YR1961,Senegal,SEN,,,231.3044,
1961,YR1961,Singapore,SGP,,,,
1961,YR1961,Solomon Islands,SLB,,,,
1961,YR1961,Sierra Leone,SLE,,,65.24164,
1961,YR1961,El Salvador,SLV,,,171.4069,
1961,YR1961,San Marino,SMR,,,,
1961,YR1961,Somalia,SOM,,,,
1961,YR1961,Serbia,SRB,,,,
1961,YR1961,Sao Tome and Principe,STP,,,,
1961,YR1961,Suriname,SUR,,,,
1961,YR1961,Slovak Republic,SVK,,,,
1961,YR1961,Slovenia,SVN,,,,
1961,YR1961,Sweden,SWE,,,76.7971,
1961,YR1961,Swaziland,SWZ,,,,
1961,YR1961,Seychelles,SYC,,,,
1961,YR1961,Syrian Arab Republic,SYR,,,244.9783,
1961,YR1961,Chad,TCD,,,308.6956,
1961,YR1961,Togo,TGO,,,302.9126,
1961,YR1961,Thailand,THA,,,79.63699,
1961,YR1961,Tajikistan,TJK,,,,
1961,YR1961,Turkmenistan,TKM,,,,
1961,YR1961,Timor-Leste,TMP,,,,
1961,YR1961,Tonga,TON,,,,
1961,YR1961,Trinidad and Tobago,TTO,,,42.55889,
1961,YR1961,Tunisia,TUN,,,140.702,
1961,YR1961,Turkey,TUR,,,135.5556,
1961,YR1961,Tuvalu,TUV,,,,
1961,YR1961,Tanzania,TZA,,,70.60041,
1961,YR1961,Uganda,UGA,,,94.73684,
1961,YR1961,Ukraine,UKR,,,,
1961,YR1961,Uruguay,URY,,,408.9744,
1961,YR1961,United States,USA,,,70.30578,
1961,YR1961,Uzbekistan,UZB,,,,
1961,YR1961,St. Vincent and the Grenadines,VCT,,,,
1961,YR1961,"Venezuela, RB",VEN,,,102.7735,
1961,YR1961,Vietnam,VNM,,,,
1961,YR1961,Vanuatu,VUT,,,,
1961,YR1961,West Bank and Gaza,WBG,,,,
1961,YR1961,Samoa,WSM,,,54.29799,
1961,YR1961,"Yemen, Rep.",YEM,,,,
1961,YR1961,South Africa,ZAF,,,,
1961,YR1961,"Congo, Dem. Rep.",ZAR,,,,
1961,YR1961,Zambia,ZMB,,,,
1961,YR1961,Zimbabwe,ZWE,,,,
1962,YR1962,Aruba,ABW,,,,
1962,YR1962,Andorra,ADO,,,,
1962,YR1962,Afghanistan,AFG,,,308.3333,
1962,YR1962,Angola,AGO,,,,
1962,YR1962,Albania,ALB,,,,
1962,YR1962,United Arab Emirates,ARE,,,,
1962,YR1962,Argentina,ARG,,,128.9941,
1962,YR1962,Armenia,ARM,,,,
1962,YR1962,Antigua and Barbuda,ATG,,,,
1962,YR1962,Australia,AUS,,,43.88724,
1962,YR1962,Austria,AUT,,,103.0468,
1962,YR1962,Azerbaijan,AZE,,,,
1962,YR1962,Burundi,BDI,,,,
1962,YR1962,Belgium,BEL,,,55.43131,
1962,YR1962,Benin,BEN,,,167.5325,
1962,YR1962,Burkina Faso,BFA,,,104.902,
1962,YR1962,Bangladesh,BGD,,,,
1962,YR1962,Bulgaria,BGR,,,,
1962,YR1962,Bahrain,BHR,,,,
1962,YR1962,"Bahamas, The",BHS,,,,
1962,YR1962,Bosnia and Herzegovina,BIH,,,,
1962,YR1962,Belarus,BLR,,,,
1962,YR1962,Belize,BLZ,,,,
1962,YR1962,Bermuda,BMU,,,,
1962,YR1962,Bolivia,BOL,,,112.3322,
1962,YR1962,Brazil,BRA,,,72.81454,
1962,YR1962,Barbados,BRB,,,,
1962,YR1962,Brunei Darussalam,BRN,,,,
1962,YR1962,Bhutan,BTN,,,,
1962,YR1962,Botswana,BWA,,,,
1962,YR1962,Central African Republic,CAF,,,272.1854,
1962,YR1962,Canada,CAN,,,57.88742,
1962,YR1962,Switzerland,CHE,,,119.4038,
1962,YR1962,Chile,CHL,,,62.5817,
1962,YR1962,China,CHN,,,,
1962,YR1962,Cote d'Ivoire,CIV,,,210.734,
1962,YR1962,Cameroon,CMR,,,224.2321,
1962,YR1962,"Congo, Rep.",COG,,,159.1356,
1962,YR1962,Colombia,COL,,,128.9045,
1962,YR1962,Comoros,COM,,,,
1962,YR1962,Cape Verde,CPV,,,,
1962,YR1962,Costa Rica,CRI,,,200.93,
1962,YR1962,Cuba,CUB,,,,
1962,YR1962,Curacao,CUW,,,,
1962,YR1962,Cayman Islands,CYM,,,,
1962,YR1962,Cyprus,CYP,,,91.65369,
1962,YR1962,Czech Republic,CZE,,,,
1962,YR1962,Germany,DEU,,,145.5115,
1962,YR1962,Djibouti,DJI,,,,
1962,YR1962,Dominica,DMA,,,,
1962,YR1962,Denmark,DNK,,,111.5248,
1962,YR1962,Dominican Republic,DOM,,,73.73212,
1962,YR1962,Algeria,DZA,,,,
1962,YR1962,Ecuador,ECU,,,214.5467,
1962,YR1962,"Egypt, Arab Rep.",EGY,,,92.72908,
1962,YR1962,Eritrea,ERI,,,,
1962,YR1962,Spain,ESP,,,,
1962,YR1962,Estonia,EST,,,,
1962,YR1962,Ethiopia,ETH,,,33.5034,
1962,YR1962,Finland,FIN,,,104.7258,
1962,YR1962,Fiji,FJI,,,50.63501,
1962,YR1962,France,FRA,,,110.9891,
1962,YR1962,Faeroe Islands,FRO,,,,
1962,YR1962,"Micronesia, Fed. Sts.",FSM,,,,
1962,YR1962,Gabon,GAB,,,177.044,
1962,YR1962,United Kingdom,GBR,,,,
1962,YR1962,Georgia,GEO,,,,
1962,YR1962,Ghana,GHA,,,58.54127,
1962,YR1962,Guinea,GIN,,,,
1962,YR1962,"Gambia, The",GMB,,,,
1962,YR1962,Guinea-Bissau,GNB,,,,
1962,YR1962,Equatorial Guinea,GNQ,,,,
1962,YR1962,Greece,GRC,,,100.9075,
1962,YR1962,Grenada,GRD,,,,
1962,YR1962,Guatemala,GTM,,,133.9817,
1962,YR1962,Guyana,GUY,,,60.25105,
1962,YR1962,"Hong Kong SAR, China",HKG,,,,
1962,YR1962,Honduras,HND,,,103.2342,
1962,YR1962,Croatia,HRV,,,,
1962,YR1962,Haiti,HTI,,,60.34985,
1962,YR1962,Hungary,HUN,,,,
1962,YR1962,Indonesia,IDN,,,,
1962,YR1962,Isle of Man,IMY,,,,
1962,YR1962,India,IND,,,84.05595,
1962,YR1962,Ireland,IRL,,,59.74779,
1962,YR1962,"Iran, Islamic Rep.",IRN,,,99.20448,
1962,YR1962,Iraq,IRQ,,,92.25146,
1962,YR1962,Iceland,ISL,,,110.8639,
1962,YR1962,Israel,ISR,,,57.89474,
1962,YR1962,Italy,ITA,,,,
1962,YR1962,Jamaica,JAM,,,77.71535,
1962,YR1962,Jordan,JOR,,,84.54166,
1962,YR1962,Japan,JPN,,,119.5748,
1962,YR1962,Kazakhstan,KAZ,,,,
1962,YR1962,Kenya,KEN,,,80.52805,
1962,YR1962,Kyrgyz Republic,KGZ,,,,
1962,YR1962,Cambodia,KHM,,,,
1962,YR1962,Kiribati,KIR,,,,
1962,YR1962,St. Kitts and Nevis,KNA,,,,
1962,YR1962,"Korea, Rep.",KOR,,,136.4503,
1962,YR1962,Kosovo,KSV,,,,
1962,YR1962,Kuwait,KWT,,,28.59106,
1962,YR1962,Lao PDR,LAO,,,,
1962,YR1962,Lebanon,LBN,,,,
1962,YR1962,Liberia,LBR,,,67.7564,
1962,YR1962,Libya,LBY,,,76.95962,
1962,YR1962,St. Lucia,LCA,,,,
1962,YR1962,Liechtenstein,LIE,,,,
1962,YR1962,Sri Lanka,LKA,,,49.70414,
1962,YR1962,Lesotho,LSO,,,,
1962,YR1962,Lithuania,LTU,,,,
1962,YR1962,Luxembourg,LUX,,,74.28187,
1962,YR1962,Latvia,LVA,,,,
1962,YR1962,"Macao SAR, China",MAC,,,,
1962,YR1962,Morocco,MAR,,,85.88298,
1962,YR1962,Monaco,MCO,,,,
1962,YR1962,Moldova,MDA,,,,
1962,YR1962,Madagascar,MDG,,,241.0696,
1962,YR1962,Maldives,MDV,,,,
1962,YR1962,Mexico,MEX,,,122.9616,
1962,YR1962,Marshall Islands,MHL,,,,
1962,YR1962,"Macedonia, FYR",MKD,,,,
1962,YR1962,Mali,MLI,,,125.6579,
1962,YR1962,Malta,MLT,,,14.29289,
1962,YR1962,Myanmar,MMR,,,68.46716,
1962,YR1962,Montenegro,MNE,,,,
1962,YR1962,Mongolia,MNG,,,,
1962,YR1962,Mozambique,MOZ,,,,
1962,YR1962,Mauritania,MRT,,,183.0986,
1962,YR1962,Mauritius,MUS,,,109.026,
1962,YR1962,Malawi,MWI,,,,
1962,YR1962,Malaysia,MYS,,,63.40111,
1962,YR1962,Namibia,NAM,,,,
1962,YR1962,New Caledonia,NCL,,,,
1962,YR1962,Niger,NER,,,282.0359,
1962,YR1962,Nigeria,NGA,,,102.165,
1962,YR1962,Nicaragua,NIC,,,190.8923,
1962,YR1962,Netherlands,NLD,,,50.48899,
1962,YR1962,Norway,NOR,,,91.51786,
1962,YR1962,Nepal,NPL,,,66.4604,
1962,YR1962,New Zealand,NZL,,,58.86057,
1962,YR1962,Oman,OMN,,,,
1962,YR1962,Pakistan,PAK,,,87.33015,
1962,YR1962,Panama,PAN,,,124.1237,
1962,YR1962,Peru,PER,,,84.34782,
1962,YR1962,Philippines,PHL,,,94.70014,
1962,YR1962,Palau,PLW,,,,
1962,YR1962,Papua New Guinea,PNG,,,,
1962,YR1962,Poland,POL,,,,
1962,YR1962,"Korea, Dem. Rep.",PRK,,,,
1962,YR1962,Portugal,PRT,,,96.63905,
1962,YR1962,Paraguay,PRY,,,114.3939,
1962,YR1962,French Polynesia,PYF,,,,
1962,YR1962,Qatar,QAT,,,,
1962,YR1962,Romania,ROM,,,,
1962,YR1962,Russian Federation,RUS,,,,
1962,YR1962,Rwanda,RWA,,,,
1962,YR1962,Saudi Arabia,SAU,,,175.179,
1962,YR1962,Sudan,SDN,,,197.3316,
1962,YR1962,Senegal,SEN,,,212.0957,
1962,YR1962,Singapore,SGP,,,,
1962,YR1962,Solomon Islands,SLB,,,,
1962,YR1962,Sierra Leone,SLE,,,79.71246,
1962,YR1962,El Salvador,SLV,,,148.5926,
1962,YR1962,San Marino,SMR,,,,
1962,YR1962,Somalia,SOM,,,,
1962,YR1962,Serbia,SRB,,,,
1962,YR1962,Sao Tome and Principe,STP,,,,
1962,YR1962,Suriname,SUR,,,,
1962,YR1962,Slovak Republic,SVK,,,,
1962,YR1962,Slovenia,SVN,,,,
1962,YR1962,Sweden,SWE,,,76.3488,
1962,YR1962,Swaziland,SWZ,,,,
1962,YR1962,Seychelles,SYC,,,,
